Label1,X1,Y1,X2,Y2,R1,XMid,YMid,Label2,X3,Y3,X4,Y4,R2,Label3,X5,Y5,X6,Y6,R3
Field,37070.8,18960.9,37177.8,19068,,37124.3,19014.5,Line,37169.9,19072.4,37104.8,19084.2,,Line,37104.8,19084.2,37039.6,19095.9,
Field,37177.8,18960.9,37284.9,19068,,37231.3,19014.5,Line,37240,19088,37234,19060,,Line,37235,19060.5,37444.4,19021.6,
Field,37284.9,18853.9,37391.9,18960.9,,37338.4,18907.4,Line,37235,19060.5,37444.4,19021.6,,Line,37449,19049,37444,19021,
Field,37391.9,18853.9,37499,18960.9,,37445.5,18907.4,Line,37800.6,18954.4,37444.4,19021.6,,Line,37449,19049,37444,19021,
Field,37284.9,18960.9,37391.9,19068,,37338.4,19014.5,Line,37235,19060.5,37444.4,19021.6,,Line,37449,19049,37444,19021,
Field,37391.9,18960.9,37499,19068,,37445.5,19014.5,Line,37449,19049,37444,19021,,Line,37800.6,18954.4,37444.4,19021.6,
Field,37070.8,19068,37177.8,19175.1,,37124.3,19121.5,Line,37128,19108,37237,19709,,Line,37128.5,19108.8,37100.6,19113.8,
Field,37177.8,19068,37284.9,19175.1,,37231.3,19121.5,Line,37240.1,19088.4,37212.2,19093.6,,Line,37212.2,19093.6,37184.3,19098.6,
Field,37070.8,19175.1,37177.8,19282.1,,37124.3,19228.6,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,37177.8,19175.1,37284.9,19282.1,,37231.3,19228.6,Line,37156,19103,37265,19704,,Line,37128,19108,37237,19709,
Field,37284.9,19068,37391.9,19175.1,,37338.4,19121.5,Line,37235,19060.5,37444.4,19021.6,,Line,37240.1,19088.4,37212.2,19093.6,
Field,37391.9,19068,37499,19175.1,,37445.5,19121.5,Line,37739.4,18994.9,37449.4,19049.5,,Line,37449,19049,37444,19021,
Field,37284.9,19175.1,37391.9,19282.1,,37338.4,19228.6,Line,37156,19103,37265,19704,,Line,37240.1,19088.4,37212.2,19093.6,
Field,37391.9,19175.1,37499,19282.1,,37445.5,19228.6,Line,37739.4,18994.9,37449.4,19049.5,,Line,37449,19049,37444,19021,
Field,35786,19282.1,36000.1,19496.3,,35893.1,19389.2,Line,36024,19910,35917,19202,,Line,36052,19906,35945,19197,
Field,36000.1,19282.1,36107.2,19389.2,,36053.7,19335.7,Line,36052,19906,35945,19197,,Line,36024,19910,35917,19202,
Field,36107.2,19282.1,36214.2,19389.2,,36160.7,19335.7,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36000.1,19389.2,36107.2,19496.3,,36053.7,19442.7,Line,36052,19906,35945,19197,,Line,36024,19910,35917,19202,
Field,36107.2,19389.2,36214.2,19496.3,,36160.7,19442.7,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,35786,19496.3,36000.1,19710.4,,35893.1,19603.3,Line,36024,19910,35917,19202,,Line,36052,19906,35945,19197,
Field,36000.1,19496.3,36107.2,19603.3,,36053.7,19549.8,Line,36052,19906,35945,19197,,Line,36024,19910,35917,19202,
Field,36107.2,19496.3,36214.2,19603.3,,36160.7,19549.8,Line,36380,19984,36265,19226,,Line,36052,19906,35945,19197,
Field,36000.1,19603.3,36107.2,19710.4,,36053.7,19656.9,Line,36052,19906,35945,19197,,Line,36024,19910,35917,19202,
Field,36107.2,19603.3,36214.2,19710.4,,36160.7,19656.9,Line,36052,19906,35945,19197,,Line,36380,19984,36265,19226,
Field,36214.2,19282.1,36321.3,19389.2,,36267.8,19335.7,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36321.3,19282.1,36428.4,19389.2,,36374.8,19335.7,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36214.2,19389.2,36321.3,19496.3,,36267.8,19442.7,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36321.3,19389.2,36428.4,19496.3,,36374.8,19442.7,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36428.4,19282.1,36535.4,19389.2,,36481.9,19335.7,Line,36477.2,19221.7,36298,19250.4,,Line,36656.1,19191.8,36477.2,19221.7,
Field,36535.4,19282.1,36642.5,19389.2,,36589,19335.7,Line,36656.1,19191.8,36477.2,19221.7,,Line,36834.9,19160.8,36656.1,19191.8,
Field,36428.4,19389.2,36535.4,19496.3,,36481.9,19442.7,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36535.4,19389.2,36642.5,19496.3,,36589,19442.7,Line,36656.1,19191.8,36477.2,19221.7,,Line,36477.2,19221.7,36298,19250.4,
Field,36214.2,19496.3,36321.3,19603.3,,36267.8,19549.8,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36321.3,19496.3,36428.4,19603.3,,36374.8,19549.8,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36214.2,19603.3,36321.3,19710.4,,36267.8,19656.9,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36321.3,19603.3,36428.4,19710.4,,36374.8,19656.9,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36428.4,19496.3,36642.5,19710.4,,36535.4,19603.3,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,35786,19710.4,35893.1,19817.4,,35839.5,19763.9,Line,36024,19910,35917,19202,,Line,36052,19906,35945,19197,
Field,35893.1,19710.4,36000.1,19817.4,,35946.6,19763.9,Line,36024,19910,35917,19202,,Line,36052,19906,35945,19197,
Field,35786,19817.4,35893.1,19924.5,,35839.5,19871,Line,35968,19919,36052,19906,,Line,36024,19910,35917,19202,
Field,35893.1,19817.4,36000.1,19924.5,,35946.6,19871,Line,35968,19919,36052,19906,,Line,36024,19910,35917,19202,
Field,36000.1,19710.4,36214.2,19924.5,,36107.2,19817.4,Line,36052,19906,35945,19197,,Line,36024,19910,35917,19202,
Field,35786,19924.5,35893.1,20031.6,,35839.5,19978,Line,35981,20003,35968,19919,,Line,35968,19919,36052,19906,
Field,35893.1,19924.5,36000.1,20031.6,,35946.6,19978,Line,35981,20003,35968,19919,,Line,36065,19991,35981,20003,
Field,35786,20031.6,35893.1,20138.6,,35839.5,20085.1,Line,36065,19991,35981,20003,,Line,36094,20374,36037,19995,
Field,35893.1,20031.6,36000.1,20138.6,,35946.6,20085.1,Line,36065,19991,35981,20003,,Line,36094,20374,36037,19995,
Field,36000.1,19924.5,36107.2,20031.6,,36053.7,19978,Line,36052,19906,36065,19991,,Line,36065,19991,35981,20003,
Field,36107.2,19924.5,36214.2,20031.6,,36160.7,19978,Line,36123,20370,36065,19991,,Line,36052,19906,36065,19991,
Field,36000.1,20031.6,36107.2,20138.6,,36053.7,20085.1,Line,36094,20374,36037,19995,,Line,36123,20370,36065,19991,
Field,36107.2,20031.6,36214.2,20138.6,,36160.7,20085.1,Line,36123,20370,36065,19991,,Line,36094,20374,36037,19995,
Field,36214.2,19710.4,36321.3,19817.4,,36267.8,19763.9,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36321.3,19710.4,36428.4,19817.4,,36374.8,19763.9,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36214.2,19817.4,36321.3,19924.5,,36267.8,19871,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36321.3,19817.4,36428.4,19924.5,,36374.8,19871,Line,36380,19984,36265,19226,,Line,36408,19980,36298,19250,
Field,36428.4,19710.4,36642.5,19924.5,,36535.4,19817.4,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36214.2,19924.5,36321.3,20031.6,,36267.8,19978,Line,36380,19984,36265,19226,,Line,36412,20195,36380,19984,
Field,36321.3,19924.5,36428.4,20031.6,,36374.8,19978,Line,36380,19984,36265,19226,,Line,36412,20195,36380,19984,
Field,36214.2,20031.6,36321.3,20138.6,,36267.8,20085.1,Line,36412,20195,36380,19984,,Line,36380,19984,36265,19226,
Field,36321.3,20031.6,36428.4,20138.6,,36374.8,20085.1,Line,36412,20195,36380,19984,,Line,36380,19984,36265,19226,
Field,36428.4,19924.5,36535.4,20031.6,,36481.9,19978,Line,36408,19980,36298,19250,,Line,36412,20195,36380,19984,
Field,36535.4,19924.5,36642.5,20031.6,,36589,19978,Line,36408,19980,36298,19250,,Line,36412,20195,36380,19984,
Field,36428.4,20031.6,36535.4,20138.6,,36481.9,20085.1,Line,36412,20195,36380,19984,,Line,36493,20541,36440,20191,
Field,36535.4,20031.6,36642.5,20138.6,,36589,20085.1,Line,36493,20541,36440,20191,,Line,36412,20195,36380,19984,
Field,36642.5,19282.1,36749.6,19389.2,,36696,19335.7,Line,36834.9,19160.8,36656.1,19191.8,,Line,36656.1,19191.8,36477.2,19221.7,
Field,36749.6,19282.1,36856.6,19389.2,,36803.1,19335.7,Line,36834.9,19160.8,36656.1,19191.8,,Line,36834,19160,36829,19132,
Field,36642.5,19389.2,36749.6,19496.3,,36696,19442.7,Line,36656.1,19191.8,36477.2,19221.7,,Line,36834.9,19160.8,36656.1,19191.8,
Field,36749.6,19389.2,36856.6,19496.3,,36803.1,19442.7,Line,36834.9,19160.8,36656.1,19191.8,,Line,36834,19160,36829,19132,
Field,36856.6,19282.1,36963.7,19389.2,,36910.2,19335.7,Line,36834.9,19160.8,36656.1,19191.8,,Line,36834,19160,36829,19132,
Field,36963.7,19282.1,37070.8,19389.2,,37017.2,19335.7,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,36856.6,19389.2,36963.7,19496.3,,36910.2,19442.7,Line,37128,19108,37237,19709,,Line,36834.9,19160.8,36656.1,19191.8,
Field,36963.7,19389.2,37070.8,19496.3,,37017.2,19442.7,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,36642.5,19496.3,36749.6,19603.3,,36696,19549.8,Line,36408,19980,36298,19250,,Line,36656.1,19191.8,36477.2,19221.7,
Field,36749.6,19496.3,36856.6,19603.3,,36803.1,19549.8,Line,36834.9,19160.8,36656.1,19191.8,,Line,36656.1,19191.8,36477.2,19221.7,
Field,36642.5,19603.3,36749.6,19710.4,,36696,19656.9,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36749.6,19603.3,36856.6,19710.4,,36803.1,19656.9,Line,37209,19714,37293,19699,,Line,37128,19108,37237,19709,
Field,36856.6,19496.3,36963.7,19603.3,,36910.2,19549.8,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,36963.7,19496.3,37070.8,19603.3,,37017.2,19549.8,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,36856.6,19603.3,36963.7,19710.4,,36910.2,19656.9,Line,37209,19714,37293,19699,,Line,37128,19108,37237,19709,
Field,36963.7,19603.3,37070.8,19710.4,,37017.2,19656.9,Line,37209,19714,37293,19699,,Line,37128,19108,37237,19709,
Field,37070.8,19282.1,37177.8,19389.2,,37124.3,19335.7,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,37177.8,19282.1,37284.9,19389.2,,37231.3,19335.7,Line,37156,19103,37265,19704,,Line,37128,19108,37237,19709,
Field,37070.8,19389.2,37177.8,19496.3,,37124.3,19442.7,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,37177.8,19389.2,37284.9,19496.3,,37231.3,19442.7,Line,37156,19103,37265,19704,,Line,37128,19108,37237,19709,
Field,37284.9,19282.1,37499,19496.3,,37391.9,19389.2,Line,37156,19103,37265,19704,,Line,37128,19108,37237,19709,
Field,37070.8,19496.3,37177.8,19603.3,,37124.3,19549.8,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,37177.8,19496.3,37284.9,19603.3,,37231.3,19549.8,Line,37156,19103,37265,19704,,Line,37128,19108,37237,19709,
Field,37070.8,19603.3,37177.8,19710.4,,37124.3,19656.9,Line,37128,19108,37237,19709,,Line,37209,19714,37293,19699,
Field,37177.8,19603.3,37284.9,19710.4,,37231.3,19656.9,Line,37128,19108,37237,19709,,Line,37156,19103,37265,19704,
Field,37284.9,19496.3,37391.9,19603.3,,37338.4,19549.8,Line,37156,19103,37265,19704,,Line,37128,19108,37237,19709,
Field,37391.9,19496.3,37499,19603.3,,37445.5,19549.8,Line,37156,19103,37265,19704,,Line,37209,19714,37293,19699,
Field,37284.9,19603.3,37391.9,19710.4,,37338.4,19656.9,Line,37209,19714,37293,19699,,Line,37156,19103,37265,19704,
Field,37391.9,19603.3,37499,19710.4,,37445.5,19656.9,Line,37209,19714,37293,19699,,Line,37156,19103,37265,19704,
Field,36642.5,19710.4,36749.6,19817.4,,36696,19763.9,Line,36408,19980,36298,19250,,Line,36380,19984,36265,19226,
Field,36749.6,19710.4,36856.6,19817.4,,36803.1,19763.9,Line,37209,19714,37293,19699,,Line,37308,19783,37224,19798,
Field,36642.5,19817.4,36749.6,19924.5,,36696,19871,Line,36408,19980,36298,19250,,Line,36408,19980,36380,19984,
Field,36749.6,19817.4,36856.6,19924.5,,36803.1,19871,Line,36408,19980,36298,19250,,Line,36408,19980,36380,19984,
Field,36856.6,19710.4,36963.7,19817.4,,36910.2,19763.9,Line,37209,19714,37293,19699,,Line,37308,19783,37224,19798,
Field,36963.7,19710.4,37070.8,19817.4,,37017.2,19763.9,Line,37224,19798,37209,19714,,Line,37209,19714,37293,19699,
Field,36856.6,19817.4,36963.7,19924.5,,36910.2,19871,Line,37308,19783,37224,19798,,Line,37209,19714,37293,19699,
Field,36963.7,19817.4,37070.8,19924.5,,37017.2,19871,Line,37308,19783,37224,19798,,Line,37252,19793,37361,20394,
Field,36642.5,19924.5,36749.6,20031.6,,36696,19978,Line,36408,19980,36298,19250,,Line,36412,20195,36380,19984,
Field,36749.6,19924.5,36856.6,20031.6,,36803.1,19978,Line,36408,19980,36298,19250,,Line,36412,20195,36380,19984,
Field,36642.5,20031.6,36749.6,20138.6,,36696,20085.1,Line,36493,20541,36440,20191,,Line,36412,20195,36380,19984,
Field,36749.6,20031.6,36856.6,20138.6,,36803.1,20085.1,Line,36493,20541,36440,20191,,Line,37072.4,20446.2,36783.3,20495.5,
Field,36856.6,19924.5,36963.7,20031.6,,36910.2,19978,Line,37308,19783,37224,19798,,Line,37252,19793,37361,20394,
Field,36963.7,19924.5,37070.8,20031.6,,37017.2,19978,Line,37252,19793,37361,20394,,Line,37308,19783,37224,19798,
Field,36856.6,20031.6,36963.7,20138.6,,36910.2,20085.1,Line,37072.4,20446.2,36783.3,20495.5,,Line,37252,19793,37361,20394,
Field,36963.7,20031.6,37070.8,20138.6,,37017.2,20085.1,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37070.8,19710.4,37177.8,19817.4,,37124.3,19763.9,Line,37224,19798,37209,19714,,Line,37209,19714,37293,19699,
Field,37177.8,19710.4,37284.9,19817.4,,37231.3,19763.9,Line,37224,19798,37209,19714,,Line,37308,19783,37224,19798,
Field,37070.8,19817.4,37177.8,19924.5,,37124.3,19871,Line,37308,19783,37224,19798,,Line,37252,19793,37361,20394,
Field,37177.8,19817.4,37284.9,19924.5,,37231.3,19871,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37284.9,19710.4,37391.9,19817.4,,37338.4,19763.9,Line,37293,19699,37308,19783,,Line,37308,19783,37224,19798,
Field,37391.9,19710.4,37499,19817.4,,37445.5,19763.9,Line,37293,19699,37308,19783,,Line,37209,19714,37293,19699,
Field,37284.9,19817.4,37391.9,19924.5,,37338.4,19871,Line,37280,19788,37389,20389,,Line,37252,19793,37361,20394,
Field,37391.9,19817.4,37499,19924.5,,37445.5,19871,Line,37280,19788,37389,20389,,Line,37293,19699,37308,19783,
Field,37070.8,19924.5,37284.9,20138.6,,37177.8,20031.6,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37284.9,19924.5,37499,20138.6,,37391.9,20031.6,Line,37280,19788,37389,20389,,Line,37252,19793,37361,20394,
Field,35786,20138.6,36000.1,20352.8,,35893.1,20245.7,Line,36094,20374,36037,19995,,Line,36123,20370,36065,19991,
Field,36000.1,20138.6,36107.2,20245.7,,36053.7,20192.2,Line,36094,20374,36037,19995,,Line,36123,20370,36065,19991,
Field,36107.2,20138.6,36214.2,20245.7,,36160.7,20192.2,Line,36123,20370,36065,19991,,Line,36094,20374,36037,19995,
Field,36000.1,20245.7,36107.2,20352.8,,36053.7,20299.2,Line,36094,20374,36037,19995,,Line,36123,20370,36065,19991,
Field,36107.2,20245.7,36214.2,20352.8,,36160.7,20299.2,Line,36123,20370,36065,19991,,Line,36094,20374,36037,19995,
Field,35786,20352.8,35893.1,20459.8,,35839.5,20406.3,Line,36129,20598.9,35694,20665,,Line,36094,20374,36037,19995,
Field,35893.1,20352.8,36000.1,20459.8,,35946.6,20406.3,Line,36094,20374,36037,19995,,Line,36154,20580,36123,20370,
Field,35786,20459.8,35893.1,20566.9,,35839.5,20513.4,Line,36129,20598.9,35694,20665,,Line,36133.2,20627,35698,20693.1,
Field,35893.1,20459.8,36000.1,20566.9,,35946.6,20513.4,Line,36129,20598.9,35694,20665,,Line,36133.2,20627,35698,20693.1,
Field,36000.1,20352.8,36107.2,20459.8,,36053.7,20406.3,Line,36094,20374,36037,19995,,Line,36154,20580,36123,20370,
Field,36107.2,20352.8,36214.2,20459.8,,36160.7,20406.3,Line,36154,20580,36123,20370,,Line,36123,20370,36065,19991,
Field,36000.1,20459.8,36107.2,20566.9,,36053.7,20513.4,Line,36154,20580,36123,20370,,Line,36129,20598.9,35694,20665,
Field,36107.2,20459.8,36214.2,20566.9,,36160.7,20513.4,Line,36154,20580,36123,20370,,Line,36126,20584,36154,20580,
Field,36214.2,20138.6,36321.3,20245.7,,36267.8,20192.2,Line,36412,20195,36380,19984,,Line,36624,21592,36412,20195,
Field,36321.3,20138.6,36428.4,20245.7,,36374.8,20192.2,Line,36412,20195,36380,19984,,Line,36624,21592,36412,20195,
Field,36214.2,20245.7,36321.3,20352.8,,36267.8,20299.2,Line,36123,20370,36065,19991,,Line,36624,21592,36412,20195,
Field,36321.3,20245.7,36428.4,20352.8,,36374.8,20299.2,Line,36624,21592,36412,20195,,Line,36493,20541,36440,20191,
Field,36428.4,20138.6,36642.5,20352.8,,36535.4,20245.7,Line,36493,20541,36440,20191,,Line,36440,20191,36412,20195,
Field,36214.2,20352.8,36321.3,20459.8,,36267.8,20406.3,Line,36154,20580,36123,20370,,Line,36123,20370,36065,19991,
Field,36321.3,20352.8,36428.4,20459.8,,36374.8,20406.3,Line,36624,21592,36412,20195,,Line,36493,20541,36440,20191,
Field,36214.2,20459.8,36321.3,20566.9,,36267.8,20513.4,Line,36154,20580,36123,20370,,Line,36126,20584,36154,20580,
Field,36321.3,20459.8,36428.4,20566.9,,36374.8,20513.4,Line,36624,21592,36412,20195,,Line,36493,20541,36440,20191,
Field,36428.4,20352.8,36535.4,20459.8,,36481.9,20406.3,Line,36493,20541,36440,20191,,Line,36624,21592,36412,20195,
Field,36535.4,20352.8,36642.5,20459.8,,36589,20406.3,Line,36493,20541,36440,20191,,Line,36783.3,20495.5,36493.7,20542,
Field,36428.4,20459.8,36535.4,20566.9,,36481.9,20513.4,Line,36493,20541,36440,20191,,Line,36624,21592,36412,20195,
Field,36535.4,20459.8,36642.5,20566.9,,36589,20513.4,Line,36783.3,20495.5,36493.7,20542,,Line,36778.5,20525.1,36498,20570.1,
Field,35786,20566.9,35893.1,20673.9,,35839.5,20620.4,Line,36129,20598.9,35694,20665,,Line,36133.2,20627,35698,20693.1,
Field,35893.1,20566.9,36000.1,20673.9,,35946.6,20620.4,Line,36129,20598.9,35694,20665,,Line,36133.2,20627,35698,20693.1,
Field,35786,20673.9,35893.1,20781,,35839.5,20727.5,Line,36133.2,20627,35698,20693.1,,Line,36129,20598.9,35694,20665,
Field,35893.1,20673.9,36000.1,20781,,35946.6,20727.5,Line,36133.2,20627,35698,20693.1,,Line,36129,20598.9,35694,20665,
Field,36000.1,20566.9,36107.2,20673.9,,36053.7,20620.4,Line,36129,20598.9,35694,20665,,Line,36133.2,20627,35698,20693.1,
Field,36107.2,20566.9,36214.2,20673.9,,36160.7,20620.4,Line,36163,20636,36154,20580,,Line,36195,20847,36163,20636,
Field,36000.1,20673.9,36107.2,20781,,36053.7,20727.5,Line,36133.2,20627,35698,20693.1,,Line,36129,20598.9,35694,20665,
Field,36107.2,20673.9,36214.2,20781,,36160.7,20727.5,Line,36195,20847,36163,20636,,Line,36135,20641,36163,20636,
Field,35786,20781,35893.1,20888.1,,35839.5,20834.5,Line,36133.2,20627,35698,20693.1,,Line,36129,20598.9,35694,20665,
Field,35893.1,20781,36000.1,20888.1,,35946.6,20834.5,Line,36133.2,20627,35698,20693.1,,Line,36129,20598.9,35694,20665,
Field,35786,20888.1,35893.1,20995.1,,35839.5,20941.6,Line,36133.2,20627,35698,20693.1,,Line,35698,20693.1,35261.7,20752.7,
Field,35893.1,20888.1,36000.1,20995.1,,35946.6,20941.6,Line,36138,21042,36222,21029,,Line,36194,21034,36167,20851,
Field,36000.1,20781,36107.2,20888.1,,36053.7,20834.5,Line,36167,20851,36195,20847,,Line,36195,20847,36163,20636,
Field,36107.2,20781,36214.2,20888.1,,36160.7,20834.5,Line,36167,20851,36195,20847,,Line,36195,20847,36163,20636,
Field,36000.1,20888.1,36107.2,20995.1,,36053.7,20941.6,Line,36194,21034,36167,20851,,Line,36138,21042,36222,21029,
Field,36107.2,20888.1,36214.2,20995.1,,36160.7,20941.6,Line,36194,21034,36167,20851,,Line,36222,21029,36195,20847,
Field,36214.2,20566.9,36321.3,20673.9,,36267.8,20620.4,Line,36195,20847,36163,20636,,Line,36163,20636,36154,20580,
Field,36321.3,20566.9,36428.4,20673.9,,36374.8,20620.4,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36214.2,20673.9,36321.3,20781,,36267.8,20727.5,Line,36195,20847,36163,20636,,Line,36163,20636,36154,20580,
Field,36321.3,20673.9,36428.4,20781,,36374.8,20727.5,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36428.4,20566.9,36535.4,20673.9,,36481.9,20620.4,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36535.4,20566.9,36642.5,20673.9,,36589,20620.4,Line,36778.5,20525.1,36498,20570.1,,Line,36647,21559,36497,20570,
Field,36428.4,20673.9,36535.4,20781,,36481.9,20727.5,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36535.4,20673.9,36642.5,20781,,36589,20727.5,Line,36647,21559,36497,20570,,Line,36624,21592,36412,20195,
Field,36214.2,20781,36321.3,20888.1,,36267.8,20834.5,Line,36195,20847,36163,20636,,Line,36222,21029,36195,20847,
Field,36321.3,20781,36428.4,20888.1,,36374.8,20834.5,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36214.2,20888.1,36321.3,20995.1,,36267.8,20941.6,Line,36222,21029,36195,20847,,Line,36194,21034,36167,20851,
Field,36321.3,20888.1,36428.4,20995.1,,36374.8,20941.6,Line,36624,21592,36412,20195,,Line,36222,21029,36195,20847,
Field,36428.4,20781,36535.4,20888.1,,36481.9,20834.5,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36535.4,20781,36642.5,20888.1,,36589,20834.5,Line,36647,21559,36497,20570,,Line,36624,21592,36412,20195,
Field,36428.4,20888.1,36535.4,20995.1,,36481.9,20941.6,Line,36624,21592,36412,20195,,Line,36647,21559,36497,20570,
Field,36535.4,20888.1,36642.5,20995.1,,36589,20941.6,Line,36647,21559,36497,20570,,Line,36624,21592,36412,20195,
Field,36642.5,20138.6,36749.6,20245.7,,36696,20192.2,Line,36493,20541,36440,20191,,Line,36440,20191,36412,20195,
Field,36749.6,20138.6,36856.6,20245.7,,36803.1,20192.2,Line,37072.4,20446.2,36783.3,20495.5,,Line,36783.3,20495.5,36493.7,20542,
Field,36642.5,20245.7,36749.6,20352.8,,36696,20299.2,Line,36783.3,20495.5,36493.7,20542,,Line,37072.4,20446.2,36783.3,20495.5,
Field,36749.6,20245.7,36856.6,20352.8,,36803.1,20299.2,Line,37072.4,20446.2,36783.3,20495.5,,Line,36783.3,20495.5,36493.7,20542,
Field,36856.6,20138.6,37070.8,20352.8,,36963.7,20245.7,Line,37072.4,20446.2,36783.3,20495.5,,Line,37361.1,20394.1,37072.4,20446.2,
Field,36642.5,20352.8,36749.6,20459.8,,36696,20406.3,Line,36783.3,20495.5,36493.7,20542,,Line,37072.4,20446.2,36783.3,20495.5,
Field,36749.6,20352.8,36856.6,20459.8,,36803.1,20406.3,Line,37072.4,20446.2,36783.3,20495.5,,Line,36783.3,20495.5,36493.7,20542,
Field,36642.5,20459.8,36749.6,20566.9,,36696,20513.4,Line,36783.3,20495.5,36493.7,20542,,Line,36778.5,20525.1,36498,20570.1,
Field,36749.6,20459.8,36856.6,20566.9,,36803.1,20513.4,Line,37058.6,20477.4,36778.5,20525.1,,Line,37072.4,20446.2,36783.3,20495.5,
Field,36856.6,20352.8,36963.7,20459.8,,36910.2,20406.3,Line,37072.4,20446.2,36783.3,20495.5,,Line,37058.6,20477.4,36778.5,20525.1,
Field,36963.7,20352.8,37070.8,20459.8,,37017.2,20406.3,Line,37072.4,20446.2,36783.3,20495.5,,Line,37361.1,20394.1,37072.4,20446.2,
Field,36856.6,20459.8,36963.7,20566.9,,36910.2,20513.4,Line,37058.6,20477.4,36778.5,20525.1,,Line,37072.4,20446.2,36783.3,20495.5,
Field,36963.7,20459.8,37070.8,20566.9,,37017.2,20513.4,Line,37058.6,20477.4,36778.5,20525.1,,Line,37338.2,20427.1,37058.6,20477.4,
Field,37070.8,20138.6,37177.8,20245.7,,37124.3,20192.2,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37177.8,20138.6,37284.9,20245.7,,37231.3,20192.2,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37070.8,20245.7,37177.8,20352.8,,37124.3,20299.2,Line,37361.1,20394.1,37072.4,20446.2,,Line,37072.4,20446.2,36783.3,20495.5,
Field,37177.8,20245.7,37284.9,20352.8,,37231.3,20299.2,Line,37252,19793,37361,20394,,Line,37361.1,20394.1,37072.4,20446.2,
Field,37284.9,20138.6,37391.9,20245.7,,37338.4,20192.2,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37391.9,20138.6,37499,20245.7,,37445.5,20192.2,Line,37280,19788,37389,20389,,Line,37252,19793,37361,20394,
Field,37284.9,20245.7,37391.9,20352.8,,37338.4,20299.2,Line,37252,19793,37361,20394,,Line,37280,19788,37389,20389,
Field,37391.9,20245.7,37499,20352.8,,37445.5,20299.2,Line,37280,19788,37389,20389,,Line,37789.4,20316.4,37389,20389,
Field,37070.8,20352.8,37177.8,20459.8,,37124.3,20406.3,Line,37361.1,20394.1,37072.4,20446.2,,Line,37338.2,20427.1,37058.6,20477.4,
Field,37177.8,20352.8,37284.9,20459.8,,37231.3,20406.3,Line,37361.1,20394.1,37072.4,20446.2,,Line,37338.2,20427.1,37058.6,20477.4,
Field,37070.8,20459.8,37177.8,20566.9,,37124.3,20513.4,Line,37338.2,20427.1,37058.6,20477.4,,Line,37058.6,20477.4,36778.5,20525.1,
Field,37177.8,20459.8,37284.9,20566.9,,37231.3,20513.4,Line,37338.2,20427.1,37058.6,20477.4,,Line,37361.1,20394.1,37072.4,20446.2,
Field,37284.9,20352.8,37391.9,20459.8,,37338.4,20406.3,Line,37361.1,20394.1,37072.4,20446.2,,Line,37338,20427,37411,20832,
Field,37391.9,20352.8,37499,20459.8,,37445.5,20406.3,Line,37813.3,20340.7,37422,20411.9,,Line,37422,20411,37495,20817,
Field,37284.9,20459.8,37391.9,20566.9,,37338.4,20513.4,Line,37338,20427,37411,20832,,Line,37338.2,20427.1,37058.6,20477.4,
